"TaxonomyID","Genome","read_count","Proportion","readsEM","EMProportion"
"176280","Staphylococcus epidermidis ATCC 12228, complete sequence",85952,0.695235784194775,82036.2,0.66356260152173
"93061","Staphylococcus aureus subsp. aureus NCTC 8325 chromosome, complete genome",24788,0.20050149640055,28701.2,0.23215385854534
"1121368","Corynebacterium pseudodiphtheriticum DSM 44287 O146DRAFT_scaffold00012.12_C, whole genome shotgun sequence",5725,0.0463075305346599,5698.7,0.0460946083571048
"169292","Corynebacterium aurimucosum strain 1237_CAUR 171_284677_6287077_51+,10+,91+, whole genome shotgun sequence",2760,0.022324678476098,2742,0.0221792927357418
"525260","Corynebacterium accolens ATCC 49725 SCAFFOLD5, whole genome shotgun sequence",1944,0.0157243387527299,1997,0.01615276632593
"1007099","Pseudomonas kuykendallii strain NRRL B-59562, whole genome shotgun sequence",827,0.00668931489120764,826.5,0.00668536566418973
"161899","Corynebacterium singulare strain IBS B52218 chromosome, complete genome",293,0.00236997492517997,276.8,0.00223900938291491
"198214","Shigella flexneri 2a str. 301 chromosome, complete genome",209,0.0016905281889509,209.2,0.00169236051109097
"1121354","Corynebacterium capitovis DSM 44611 A3E3DRAFT_scaffold00005.5_C, whole genome shotgun sequence",131,0.00105961336245248,130.2,0.00105293943337901
"1284","Staphylococcus hyicus strain ATCC 11249 chromosome, complete genome",120,0.000970638194612958,114.9,0.000929560920897392
"1296","Mammaliicoccus sciuri strain FDAARGOS_285 chromosome, complete genome",76,0.000614737523254873,79.2,0.000640372184581832
"53374","Corynebacterium coyleae strain DSM 44184, whole genome shotgun sequence",75,0.000606648871633099,72.7,0.000588116962947606
"1705","Corynebacterium stationis strain 622=DSM 20302 chromosome, complete genome",55,0.000444875839197606,59.1,0.00047835964094582
"556533","Pseudomonas benzenivorans strain DSM 8628, whole genome shotgun sequence",55,0.000444875839197606,54.3,0.000438843376522825
"398511","Alkalihalophilus pseudofirmus OF4, complete sequence",53,0.000428698535954056,52.7,0.000426429665750236
"929703","Flectobacillus major DSM 103 FlemaDRAFT_FME.6, whole genome shotgun sequence",50,0.000404432581088733,50,0.000404436551434014
"38302","Corynebacterium mycetoides strain DSM 20632 chromosome I",40,0.000323546064870986,45.7,0.000369717394694335
"72758","Staphylococcus capitis subsp. capitis strain AYP1020 chromosome, complete genome",39,0.000315457413249211,39,0.000315673716989908
