"TaxonomyID","Genome","read_count","Proportion","readsEM","EMProportion"
"29433","Moraxella ovis strain 199/55 chromosome, complete genome",14409,0.312457985471105,14352.3,0.311248671320267
"883103","Dolosigranulum pigrum ATCC 51524 supercont1.1, whole genome shotgun sequence",11705,0.253821966822075,11678.2,0.253256396301207
"365659","Streptococcus mitis B6, complete sequence",9777,0.212013444649246,9762.7,0.21171794133437
"753702","Alkalibacterium subtropicum strain DSM 23664, whole genome shotgun sequence",2206,0.0478369294155915,2210.3,0.047932809015197
"573983","Moraxella porci DSM 25326 strain CCUG 54912 54912T_ctg_0000016, whole genome shotgun sequence",1995,0.0432614116881709,2053.4,0.0445301980398573
NA,"unknown",1394,0.030228775886371,1382.3,0.0299760495685546
"1121368","Corynebacterium pseudodiphtheriticum DSM 44287 O146DRAFT_scaffold00012.12_C, whole genome shotgun sequence",1114,0.0241569988073295,1115.8,0.0241967592365801
"1888195","Streptococcus himalayensis strain HTS2 chromosome, complete genome",600,0.0130109508836604,642.6,0.0139348329899452
"72758","Staphylococcus capitis subsp. capitis strain AYP1020 chromosome, complete genome",282,0.00611514691532039,260.5,0.00564889039560532
"1196094","Snodgrassella alvi wkB2 chromosome, complete genome",243,0.00526943510788247,243,0.00527019133742559
"525260","Corynebacterium accolens ATCC 49725 SCAFFOLD5, whole genome shotgun sequence",220,0.00477068199067548,216.4,0.00469293025748526
"883081","Alloiococcus otitis ATCC 51267 supercont1.2, whole genome shotgun sequence",213,0.00461888756369945,227.3,0.00492904728483078
"1367847","Paracoccus aminophilus JCM 7686, complete sequence",122,0.00264556001301095,119.5,0.00259096911372026
"498211","Cellvibrio japonicus Ueda107, complete sequence",102,0.00221186165022227,104.4,0.00226362606466706
"316","Stutzerimonas stutzeri, complete sequence",82,0.00177816328743359,79.9,0.00173377427611976
"1033743","Paenibacillus senegalensis JC66, whole genome shotgun sequence",66,0.00143120459720265,66.7,0.00144601915721684
"38815","Desulfuromonas acetexigens isolate DSM 1397, whole genome shotgun sequence",47,0.0010191911525534,45.3,0.000983280669334836
"411903","Collinsella aerofaciens ATCC 25986 C_aerofaciens-2.0_Cont1002, whole genome shotgun sequence",44,0.000954136398135097,44.1,0.000957166349350668
"1158601","Enterococcus malodoratus ATCC 43197 acOtv-supercont2.1, whole genome shotgun sequence",42,0.000910766561856229,40.3,0.000873114519653738
"875093","Streptococcus pseudoporcinus LQ 940-04 Contig1216510750, whole genome shotgun sequence",40,0.000867396725577361,40.4,0.000875140767638004
"1123499","Vitreoscilla stercoraria DSM 513 H150DRAFT_scaffold00033.33, whole genome shotgun sequence",33,0.000715602298601323,31.5,0.000683198084234219
