"TaxonomyID","Genome","read_count","Proportion","readsEM","EMProportion"
"93061","Staphylococcus aureus subsp. aureus NCTC 8325 chromosome, complete genome",43673,0.579048553472462,42067.8,0.557772882104166
"29433","Moraxella ovis strain 199/55 chromosome, complete genome",16733,0.221858343719339,16087,0.213295389571218
"176280","Staphylococcus epidermidis ATCC 12228, complete sequence",6504,0.0862347856063218,8099,0.107383541287087
"71421","Haemophilus influenzae Rd KW20, complete sequence",2968,0.0393519132348652,2963.8,0.0392966895676661
"573983","Moraxella porci DSM 25326 strain CCUG 54912 54912T_ctg_0000016, whole genome shotgun sequence",2764,0.0366471321365119,3421.9,0.0453700409642282
"525260","Corynebacterium accolens ATCC 49725 SCAFFOLD5, whole genome shotgun sequence",827,0.0109649704330302,790.9,0.0104862028009423
"1121368","Corynebacterium pseudodiphtheriticum DSM 44287 O146DRAFT_scaffold00012.12_C, whole genome shotgun sequence",409,0.00542282092758081,423.6,0.00561605631623552
"169292","Corynebacterium aurimucosum strain 1237_CAUR 173_5055_550973_73_,90+,99+, whole genome shotgun sequence",402,0.00533000981146085,424.4,0.00562715175735955
"1351754","Avibacterium paragallinarum JF4211, whole genome shotgun sequence",370,0.00490573042348386,372.6,0.0049407095181319
"1284","Staphylococcus hyicus strain ATCC 11249 chromosome, complete genome",98,0.00129935562567951,97.8,0.00129678866993817
"498211","Cellvibrio japonicus Ueda107, complete sequence",97,0.00128609689480523,94.5,0.00125268081456685
"76759","Pseudomonas monteilii strain USDA-ARS-USMARC-56711 chromosome, complete genome",58,0.000769006390708281,47.2,0.000625314176662554
"72758","Staphylococcus capitis subsp. capitis strain AYP1020 chromosome, complete genome",39,0.000517090504096948,38.5,0.000510581507917538
"1007099","Pseudomonas kuykendallii strain NRRL B-59562, whole genome shotgun sequence",34,0.000450796849725544,41.5,0.00055026276306759
"1906744","Rodentibacter heylii strain 1998236014 contig_50, whole genome shotgun sequence",21,0.000278433348359895,19.1,0.000253907950822046
"34060","Moraxella caviae strain CCUG 355 355T_ctg_0000060, whole genome shotgun sequence",18,0.000238657155737053,16.5,0.000218453711350293
"223283","Pseudomonas syringae pv. tomato str. DC3000, complete sequence",15,0.000198880963114211,16.1,0.000213028183530693
"108981","Acinetobacter schindleri strain ACE chromosome, complete genome",14,0.00018562223223993,13.2,0.000175196198115116
"1121354","Corynebacterium capitovis DSM 44611 A3E3DRAFT_scaffold00005.5_C, whole genome shotgun sequence",14,0.00018562223223993,13.4,0.00017751148448914
"883111","Facklamia hominis CCUG 36813 supercont1.1, whole genome shotgun sequence",13,0.000172363501365649,13.3,0.000176361309355866
"29486","Yersinia ruckeri strain Big Creek 74 chromosome, complete genome",12,0.000159104770491369,11.4,0.000151130348213654
"300267","Shigella dysenteriae Sd197, complete sequence",10,0.000132587308742807,9.6,0.000127073565160481
"1288","Staphylococcus xylosus strain HKUOPL8 chromosome, complete genome",10,0.000132587308742807,10,0.000132250431198588
"998674","Leucothrix mucor DSM 2157 LeumuDRAFT_contig1.1_C, whole genome shotgun sequence",10,0.000132587308742807,8.1,0.00010734023192766
"966","Oceanospirillum linum strain ATCC 11336 NODE_18_length_1316_cov_5306.41, whole genome shotgun sequence",9,0.000119328577868526,9,0.000119130203706313
"1085623","Glaciecola nitratireducens FR1064, complete sequence",9,0.000119328577868526,9.3,0.000122663383827979
"1472767","Lentibacillus amyloliquefaciens strain LAM0015 chromosome, complete genome",9,0.000119328577868526,7.9,0.000105351334120903
