"TaxonomyID","Genome","read_count","Proportion","readsEM","EMProportion"
"1121368","Corynebacterium pseudodiphtheriticum DSM 44287 O146DRAFT_scaffold00012.12_C, whole genome shotgun sequence",26672,0.239507192758751,26825.1,0.240892628791512
"176280","Staphylococcus epidermidis ATCC 12228, complete sequence",26544,0.238357788114438,24741.9,0.222185264947363
"279808","Staphylococcus haemolyticus JCSC1435, complete sequence",26156,0.234873655286363,27957.6,0.25106244107053
"208435","Streptococcus agalactiae 2603V/R, complete sequence",12038,0.108097914908137,12021.3,0.10795301867831
"525260","Corynebacterium accolens ATCC 49725 SCAFFOLD5, whole genome shotgun sequence",6059,0.0544081464054166,6034.7,0.054192220790164
"169292","Corynebacterium aurimucosum strain 1237_CAUR 159_224640_4910465, whole genome shotgun sequence",2781,0.0249726118424597,2545.1,0.0228551771769606
"161899","Corynebacterium singulare strain IBS B52218 chromosome, complete genome",2604,0.0233832007327455,2616.1,0.0234931113047706
"1123311","Streptococcus orisratti DSM 15617 A3I7DRAFT_scaffold_69.70, whole genome shotgun sequence",1825,0.016387995905246,1828,0.0164153691198603
"1121354","Corynebacterium capitovis DSM 44611 A3E3DRAFT_scaffold00005.5_C, whole genome shotgun sequence",745,0.00668989421885383,801.5,0.00719736855100949
"171101","Streptococcus pneumoniae R6, complete sequence",559,0.00501966559508629,572.9,0.0051448499993092
"1705","Corynebacterium stationis strain 622=DSM 20302 chromosome, complete genome",447,0.0040139365313123,446.3,0.00400809942779826
"38302","Corynebacterium mycetoides strain DSM 20632 chromosome I",292,0.00262207934483935,273.2,0.00245326877373023
"1367847","Paracoccus aminophilus JCM 7686, complete sequence",281,0.00252330238321869,278.9,0.00250429934403846
"1140003","Enterococcus sulfureus ATCC 49903 acyDF-supercont2.1, whole genome shotgun sequence",275,0.00246942404051651,270.2,0.00242634463269161
"1888195","Streptococcus himalayensis strain HTS2 chromosome, complete genome",251,0.0022539106697078,241.7,0.00217039580545296
"53374","Corynebacterium coyleae strain DSM 44184, whole genome shotgun sequence",201,0.00180492448052298,219.2,0.00196853221806999
"1304","Streptococcus salivarius strain NCTC 8618 chromosome, complete genome",171,0.00153553276701209,155.5,0.00139634657345828
"1284","Staphylococcus hyicus strain ATCC 11249 chromosome, complete genome",154,0.00138287746268925,151,0.00135610320282501
"649754","Corynebacterium ammoniagenes DSM 20306 strain DSM 20306 = 9.6 chromosome, complete genome",112,0.001005729063774,131.9,0.00118456815733671
"362257","Streptomyces vietnamensis strain GIMV4.0001 chromosome, complete genome",103,0.000924911549720731,93.7,0.00084116222333278
"399739","Pseudomonas mendocina ymp, complete sequence",76,0.000682459007560927,71.8,0.000644609053161311
"1072583","Halomonas boliviensis LC1 Scaffold2, whole genome shotgun sequence",76,0.000682459007560927,74.8,0.000671463830481626
"1771","Mycolicibacterium phlei strain CCUG 21000 chromosome, complete genome",71,0.000637560388642445,65.9,0.000591964121247265
"72758","Staphylococcus capitis subsp. capitis strain AYP1020 chromosome, complete genome",70,0.000628580664858749,66.1,0.000593931043059422
"1335","Streptococcus equinus strain AG46 BV58DRAFT_scf7180000000002_quiver_dupTrim_6839.1_C, whole genome shotgun sequence",63,0.000565722598372874,79.4,0.000712972524990869
"1249481","Brachybacterium muris UCD-AY4 contig_22, whole genome shotgun sequence",61,0.000547763150805481,60,0.000539226165098674
"467705","Streptococcus gordonii str. Challis substr. CH1, complete sequence",57,0.000511844255670696,60.9,0.00054714402329822
"1123317","Streptococcus sobrinus DSM 20742 = ATCC 33478 strain DSM 20742 BS63DRAFT_scaffold00049.49_C, whole genome shotgun sequence",57,0.000511844255670696,66.8,0.000600271958499381
"574650","Micrococcus terreus strain CGMCC 1.7054, whole genome shotgun sequence",57,0.000511844255670696,56.3,0.000505434377686604
"427920","Alkalihalobacterium alkalinitrilicum strain DSM 22532 Scaffold1, whole genome shotgun sequence",56,0.000502864531886999,50.2,0.000451218313725132
"1936063","Oceanobacillus senegalensis strain Marseille-P3587, whole genome shotgun sequence",53,0.00047592536053591,50.5,0.000453284802837115
"38815","Desulfuromonas acetexigens isolate DSM 1397, whole genome shotgun sequence",49,0.000440006465401124,47.2,0.000423500145625822
"1232427","Corynebacterium ihumii strain GD7, whole genome shotgun sequence",49,0.000440006465401124,43.3,0.000388676664954161
"33888","Rathayibacter tritici strain NCPPB 1953 chromosome, complete genome",46,0.000413067294050035,52.1,0.00046791910895696
"1385518","Knoellia flava TL1 contig88, whole genome shotgun sequence",40,0.000359188951347857,37.2,0.000333894328979854
"53463","Paracoccus solventivorans strain DSM 6637, whole genome shotgun sequence",39,0.00035020922756416,38.3,0.000344010937238937
"398511","Alkalihalophilus pseudofirmus OF4, complete sequence",39,0.00035020922756416,36.9,0.00033147130409233
"1296","Mammaliicoccus sciuri strain FDAARGOS_285 chromosome, complete genome",38,0.000341229503780464,37.4,0.000336300292029798
"1405","Bacillus mycoides strain ATCC 6462 chromosome, complete genome",38,0.000341229503780464,38.5,0.00034565750896644
"76759","Pseudomonas monteilii strain USDA-ARS-USMARC-56711 chromosome, complete genome",37,0.000332249779996767,37.4,0.000335786911399461
"1033743","Paenibacillus senegalensis JC66, whole genome shotgun sequence",35,0.000314290332429374,38.5,0.000345369851143998
"1043205","Serinicoccus profundi MCCC 1A05965 Contig36, whole genome shotgun sequence",33,0.000296330884861982,32.9,0.000295502348856918
"1408189","Corynebacterium lactis RW2-5 chromosome, complete genome",33,0.000296330884861982,29.9,0.000268672099929074
"1242245","Acinetobacter johnsonii XBB1 chromosome, complete genome",32,0.000287351161078285,34.9,0.000313158395634984
"872970","Amphibacillus marinus strain CGMCC 1.10434, whole genome shotgun sequence",32,0.000287351161078285,26.8,0.000240702495675452
"966","Oceanospirillum linum strain ATCC 11336 NODE_128_length_432_cov_0.662295, whole genome shotgun sequence",31,0.000278371437294589,30.2,0.000271066171536294
"1575","Leifsonia xyli strain 356_LXYL 135_135677_3808226_13+,132_, whole genome shotgun sequence",30,0.000269391713510892,31.9,0.00028688182824234
"1609977","Sphingomonas hengshuiensis strain WHSC-8 isolate soil of Hengshui Lake chromosome, complete genome",30,0.000269391713510892,29.1,0.000260941822187726
"507626","Halomonas chromatireducens strain AGD 8-3 chromosome, complete genome",29,0.000260411989727196,28.9,0.000259208822626318
"259536","Psychrobacter arcticus 273-4, complete sequence",27,0.000242452542159803,26.4,0.000237158279660132
"393763","Anaerobacillus alkalilacustris strain DSM 18345 Ga0137925_101, whole genome shotgun sequence",27,0.000242452542159803,27,0.000242884307930264
"115433","Amycolatopsis sacchari strain DSM 44468, whole genome shotgun sequence",26,0.000233472818376107,24,0.000215757438645508
"37928","Arthrobacter crystallopoietes strain DSM 20117, whole genome shotgun sequence",24,0.000215513370808714,23.1,0.000207587845918029
"71999","Kocuria palustris strain MU14/1 chromosome, complete genome",24,0.000215513370808714,22,0.000197461259720493
"185761","Corynebacterium spheniscorum strain J11, PG 39, whole genome shotgun sequence",24,0.000215513370808714,27,0.000242656251257544
"1074488","Brachybacterium squillarum M-6-3 50.WUPEI.1.00008, whole genome shotgun sequence",24,0.000215513370808714,26.9,0.00024135117959255
"930124","Metabacillus halosaccharovorans strain DSM 25387 Scaffold1, whole genome shotgun sequence",23,0.000206533647025018,27.7,0.000248769542594744
"753702","Alkalibacterium subtropicum strain DSM 23664, whole genome shotgun sequence",22,0.000197553923241321,21.5,0.000193419786903909
"1121865","Enterococcus columbae DSM 7374 = ATCC 51263 acpMI-supercont1.2, whole genome shotgun sequence",21,0.000188574199457625,21.6,0.000194285544017147
"1377","Aerococcus viridans strain CCUG4311 chromosome, complete genome",21,0.000188574199457625,21.8,0.000195411951719749
"398578","Delftia acidovorans SPH-1, complete sequence",21,0.000188574199457625,20.9,0.000187666487432229
"155085","Staphylococcus lutrae strain ATCC 700373 chromosome, complete genome",21,0.000188574199457625,23.4,0.000209934406630532
"591962","Aeromonas fluvialis strain LMG 24681, whole genome shotgun sequence",21,0.000188574199457625,19.7,0.00017678092584688
"747","Pasteurella multocida strain ATCC 43137 chromosome, complete genome",20,0.000179594475673928,19.2,0.000172062928696682
"53446","Streptomyces cinnamoneus strain ATCC 12686 scaffold103, whole genome shotgun sequence",20,0.000179594475673928,20.6,0.000184961099892454
"759913","Streptococcus dysgalactiae subsp. equisimilis AC-2713, complete sequence",19,0.000170614751890232,17.5,0.00015750778304247
"652","Aeromonas schubertii strain WL1483 chromosome, complete genome",18,0.000161635028106535,19.1,0.000171859403818074
"546270","Gemella haemolysans ATCC 10379 ctg1119035638548, whole genome shotgun sequence",18,0.000161635028106535,17.8,0.000160262584809127
"1206725","Nocardia brevicatena NBRC 12119, whole genome shotgun sequence",18,0.000161635028106535,17.9,0.00016105824860429
"1494590","Paramesorhizobium deserti strain A-3-E Scaffold1, whole genome shotgun sequence",18,0.000161635028106535,16.6,0.000149042472025404
"1114970","Pseudomonas ogarae, complete sequence",17,0.000152655304322839,17.3,0.000155122255510206
"883103","Dolosigranulum pigrum ATCC 51524 supercont1.1, whole genome shotgun sequence",17,0.000152655304322839,17.7,0.00015870121304693
"42565","Halomonas salina strain B6, whole genome shotgun sequence",17,0.000152655304322839,18.8,0.000168555601662489
"1300150","Enterococcus mundtii QU 25, complete sequence",17,0.000152655304322839,17.3,0.000155495714896429
"1072256","Corynebacterium uterequi strain DSM 45634 chromosome, complete genome",16,0.000143675580539143,16.4,0.000146885309746288
"189426","Paenibacillus odorifer strain DSM 15391 chromosome, complete genome",15,0.000134695856755446,15.6,0.000140300913390891
"316","Stutzerimonas stutzeri, complete sequence",14,0.00012571613297175,15.3,0.000136971225545481
"1131442","Mycobacterium marinum E11 chromosome 1, complete sequence",14,0.00012571613297175,13.2,0.000118533651994325
"29433","Moraxella ovis strain 199/55 chromosome, complete genome",14,0.00012571613297175,13,0.000116583743483089
"494023","Paeniglutamicibacter antarcticus strain W2, whole genome shotgun sequence",14,0.00012571613297175,14.6,0.000130812173726928
"214688","Gemmata obscuriglobus UQM 2246 gcontig_1106221704897, whole genome shotgun sequence",13,0.000116736409188053,13.2,0.000118798018433832
"1397694","Exiguobacterium aurantiacum DSM 6208 P398DRAFT_scf7180000000004_quiver_dupTrim_9412.1_C, whole genome shotgun sequence",13,0.000116736409188053,12.9,0.000115616156078564
"340345","Actinoalloteichus hymeniacidonis strain HPA177(T) (=DSM 45092(T)) chromosome, complete genome",13,0.000116736409188053,11.1,9.92930900217632e-05
"767452","Serinicoccus chungangensis strain CD08_5 CD08_5_contig_8_consensus, whole genome shotgun sequence",13,0.000116736409188053,12.3,0.000110430126337655
"1329796","Risungbinella massiliensis strain GD1, whole genome shotgun sequence",13,0.000116736409188053,15.2,0.00013667542021047
"196627","Corynebacterium glutamicum ATCC 13032, complete sequence",12,0.000107756685404357,12.9,0.000115490688782968
"1236960","Stenotrophomonas pictorum JCM 9942, whole genome shotgun sequence",12,0.000107756685404357,12.1,0.000108902561799001
"1120926","Acinetobacter gerneri DSM 14967 = CIP 107464 = MTCC 9824 strain CIP 107464 acLZs-supercont1.27, whole genome shotgun sequence",12,0.000107756685404357,11.4,0.00010220531661953
"485913","Ktedonobacter racemifer DSM 44963 strain SOSP1-21 Krac_Contig203, whole genome shotgun sequence",12,0.000107756685404357,11.5,0.000102999815588579
"518642","Streptomyces nanshensis strain SCSIO 10429 scaffold117, whole genome shotgun sequence",12,0.000107756685404357,13,0.000117177631273125
"1195246","Alishewanella agri BL06 contig023, whole genome shotgun sequence",12,0.000107756685404357,12.1,0.000108416818733668
"1736691","Aeromicrobium choanae strain 9H-4 chromosome I",12,0.000107756685404357,12.1,0.000108676344472284
"1288","Staphylococcus xylosus strain HKUOPL8 chromosome, complete genome",11,9.87769616206605e-05,9.7,8.71776213846481e-05
"1346","Streptococcus iniae strain YSFST01-82 chromosome, complete genome",11,9.87769616206605e-05,9.7,8.69513466265099e-05
"1068978","Amycolatopsis methanolica 239 chromosome, complete genome",11,9.87769616206605e-05,9.8,8.7654686496931e-05
"981334","Acinetobacter radioresistens DSM 6976 = NBRC 102413 = CIP 103788 acLrZ-supercont1.12, whole genome shotgun sequence",11,9.87769616206605e-05,10.6,9.55299652470499e-05
