"TaxonomyID","Genome","read_count","Proportion","readsEM","EMProportion"
"759620","Weissella ceti strain WS105 chromosome, complete genome",39994,0.43518568894789,39964.6,0.434889051593246
"1007099","Pseudomonas kuykendallii strain NRRL B-59562, whole genome shotgun sequence",31679,0.344707892188333,31662.8,0.344550392117367
"1629","Weissella viridescens strain DSM 20410 Scaffold6, whole genome shotgun sequence",7244,0.078823951861242,7269.3,0.0791040231344857
"1226968","Azospirillum humicireducens strain SgZ-5 chromosome, complete genome",7017,0.0763539025690689,7017.9,0.0763675367085623
"556533","Pseudomonas benzenivorans strain DSM 8628, whole genome shotgun sequence",2288,0.0248963558611985,2207.6,0.024023153352808
"192","Azospirillum brasilense strain Sp 7 chromosome, complete genome",1585,0.0172468199475523,1585.8,0.0172565241869289
"743720","Pseudomonas fulva 12-X, complete sequence",488,0.00531006191445142,547.8,0.0059607625892504
"176280","Staphylococcus epidermidis ATCC 12228, complete sequence",325,0.00353641418482933,296,0.00322114050874628
"53406","Pseudomonas anguilliseptica strain DSM 12111, whole genome shotgun sequence",271,0.00294882536642692,298.8,0.00325139624715003
"93061","Staphylococcus aureus subsp. aureus NCTC 8325 chromosome, complete genome",119,0.00129487165536828,148.6,0.00161723992364318
"857252","Halopseudomonas aestusnigri strain VGXO14 scaffold00028, whole genome shotgun sequence",76,0.00082697685552932,73.8,0.000803550068129639
"137591","Weissella cibaria strain CH2 chromosome, complete genome",54,0.000587588818402411,53,0.00057650270903389
"76759","Pseudomonas monteilii strain USDA-ARS-USMARC-56711 chromosome, complete genome",47,0.000511419897498395,45.7,0.000497109813221275
"1449337","Carnobacterium funditum DSM 5970 strain pf3 BR44DRAFT_scf7180000000006_quiver_dupTrim_9421.1_C, whole genome shotgun sequence",40,0.000435250976594379,38.5,0.000419283772649723
"40215","Acinetobacter junii strain 65 chromosome, complete genome",40,0.000435250976594379,39.9,0.000434496434586104
"1245526","Pseudomonas guangdongensis strain CCTCC AB 2012022 chromosome I",39,0.000424369702179519,44,0.000479084453395363
"262543","Exiguobacterium sibiricum 255-15, complete sequence",29,0.000315556958030925,25.4,0.000276244552399752
"1620","Weissella minor strain DSM 20014 NODE_15, whole genome shotgun sequence",21,0.000228506762712049,20.5,0.000222920875095688
"871203","Caballeronia zhejiangensis strain OP-1 contig104, whole genome shotgun sequence",19,0.00020674421388233,17.2,0.000187384036641733
"1423750","Liquorilactobacillus ghanensis DSM 18630 NODE_31, whole genome shotgun sequence",17,0.000184981665052611,13,0.000141418760272402
"437900","Pseudomonas marincola strain JCM 14761, whole genome shotgun sequence",17,0.000184981665052611,21.1,0.000229719634452688
"1114970","Pseudomonas ogarae, complete sequence",16,0.000174100390637752,15.2,0.000165802005176154
"34062","Moraxella osloensis strain CCUG 350 chromosome, complete genome",15,0.000163219116222892,14.8,0.000161564763488985
"1138822","Lentilactobacillus curieae strain CCTCC M 2011381 chromosome, complete genome",15,0.000163219116222892,14.3,0.000155909260700755
"714313","Fructilactobacillus sanfranciscensis TMW 1.1304, complete sequence",13,0.000141456567393173,13.5,0.000147190992704733
"1045854","Weissella koreensis KACC 15510, complete sequence",13,0.000141456567393173,13.1,0.000142125626621131
"349519","Leuconostoc citreum KM20, complete sequence",12,0.000130575292978314,10.8,0.000117113827844444
"257708","Roseomonas gilardii strain U14-5 chromosome 1, complete sequence",12,0.000130575292978314,10.6,0.000115526573034871
"29486","Yersinia ruckeri strain Big Creek 74 chromosome, complete genome",11,0.000119694018563454,9.6,0.000104043528128347
