"TaxonomyID","Genome","read_count","Proportion","readsEM","EMProportion"
"29433","Moraxella ovis strain 199/55 chromosome, complete genome",26529,0.612636537884211,26300.6,0.607503088845579
"883103","Dolosigranulum pigrum ATCC 51524 supercont1.1, whole genome shotgun sequence",3292,0.076022446481768,3285,0.0758794258568605
NA,"unknown",3276,0.075652957069949,3368,0.0777957218033532
"90241","Moraxella lincolnii strain CCUG 9405 CCUG9405T_R1__paired__trimmed__paired__contig_21, whole genome shotgun sequence",2992,0.069094520010161,3003.6,0.0693785665337011
"171101","Streptococcus pneumoniae R6, complete sequence",2167,0.0500427222132416,2169.8,0.0501200458769126
"1122245","Moraxella cuniculi DSM 21768, whole genome shotgun sequence",1310,0.0302519455926841,1431,0.0330547722320455
"71421","Haemophilus influenzae Rd KW20, complete sequence",821,0.0189594254439646,816.3,0.0188551901065851
"753702","Alkalibacterium subtropicum strain DSM 23664, whole genome shotgun sequence",481,0.01110777544281,482.5,0.0111453116023221
"1121368","Corynebacterium pseudodiphtheriticum DSM 44287 O146DRAFT_scaffold00012.12_C, whole genome shotgun sequence",440,0.0101609588250237,443.8,0.0102513292310886
"1351754","Avibacterium paragallinarum JF4211, whole genome shotgun sequence",395,0.00912176985428261,397.2,0.00917572893265208
"1888195","Streptococcus himalayensis strain HTS2 chromosome, complete genome",170,0.00392582500057733,168.7,0.00389771613375691
"498211","Cellvibrio japonicus Ueda107, complete sequence",167,0.00385654573586126,168.6,0.00389522764605906
"525260","Corynebacterium accolens ATCC 49725 SCAFFOLD5, whole genome shotgun sequence",114,0.00263261205921068,111.3,0.00257111072973658
"1367847","Paracoccus aminophilus JCM 7686, complete sequence",51,0.0011777475001732,50.7,0.0011717070407563
"883081","Alloiococcus otitis ATCC 51267 supercont1.2, whole genome shotgun sequence",47,0.00108537514721844,47.7,0.00110246120511452
"160488","Pseudomonas putida KT2440, complete sequence",38,0.000877537353070226,34.2,0.00079095981727262
"393763","Anaerobacillus alkalilacustris strain DSM 18345 Ga0137925_101, whole genome shotgun sequence",32,0.000738978823638085,30.4,0.000702619848979681
"169292","Corynebacterium aurimucosum strain 1237_CAUR 173_5055_550973_73_,90+,99+, whole genome shotgun sequence",31,0.000715885735399395,27.3,0.000631677060526123
"467705","Streptococcus gordonii str. Challis substr. CH1, complete sequence",28,0.000646606470683324,24,0.00055329956015036
"398578","Delftia acidovorans SPH-1, complete sequence",28,0.000646606470683324,27.5,0.000636196567413383
"427920","Alkalihalobacterium alkalinitrilicum strain DSM 22532 Scaffold1, whole genome shotgun sequence",24,0.000554234117728564,25.1,0.000578925037745479
"1242245","Acinetobacter johnsonii XBB1 chromosome, complete genome",21,0.000484954853012493,21.4,0.000494053312945445
"320497","Neoasaia chiangmaiensis strain NBRC 101099 chromosome, complete genome",21,0.000484954853012493,20.9,0.00048260158282143
"1349775","Moraxella oblonga NBRC 102422, whole genome shotgun sequence",20,0.000461861764773803,20.1,0.000463751422909372
"747","Pasteurella multocida strain ATCC 43137 chromosome, complete genome",19,0.000438768676535113,18.9,0.000436322191679597
"652","Aeromonas schubertii strain WL1483 chromosome, complete genome",17,0.000392582500057733,15.4,0.000355001344296134
"435837","Staphylococcus hominis subsp. hominis C80 supercont1.5, whole genome shotgun sequence",16,0.000369489411819043,15.7,0.0003637614823775
"290340","Paenarthrobacter aurescens TC1, complete sequence",16,0.000369489411819043,16.2,0.000373346894133402
"206672","Bifidobacterium longum NCC2705, complete sequence",16,0.000369489411819043,15.3,0.00035385893099918
"519472","Vagococcus teuberi strain DSM 21459 chromosome, complete genome",16,0.000369489411819043,18.7,0.000432398740302353
"224914","Brucella melitensis bv. 1 str. 16M chromosome I, complete sequence",14,0.000323303235341662,11.6,0.00026776262624189
"398511","Alkalihalophilus pseudofirmus OF4, complete sequence",14,0.000323303235341662,13.8,0.000318418000465671
"76759","Pseudomonas monteilii strain USDA-ARS-USMARC-56711 chromosome, complete genome",13,0.000300210147102972,14.6,0.000338258557232183
"1632858","Massilibacterium senegalense strain mt8, whole genome shotgun sequence",13,0.000300210147102972,13.8,0.00031967413279436
"1123317","Streptococcus sobrinus DSM 20742 = ATCC 33478 strain DSM 20742 BS63DRAFT_scaffold00049.49_C, whole genome shotgun sequence",12,0.000277117058864282,13,0.000301353866786221
"71999","Kocuria palustris strain MU14/1 chromosome, complete genome",12,0.000277117058864282,10.5,0.000242435260761193
"259536","Psychrobacter arcticus 273-4, complete sequence",12,0.000277117058864282,10.6,0.000245803836783386
"203122","Saccharophagus degradans 2-40, complete sequence",11,0.000254023970625592,10.4,0.000239234378154626
"1340493","Bryobacter aggregatus MPL3 M017DRAFT_scf7180000000020_quiver.3_C, whole genome shotgun sequence",11,0.000254023970625592,11,0.000254082646155268
"875093","Streptococcus pseudoporcinus LQ 940-04 Contig1216510750, whole genome shotgun sequence",11,0.000254023970625592,9.8,0.000227034612095258
"1462526","Virgibacillus massiliensis strain Vm-5, whole genome shotgun sequence",11,0.000254023970625592,9.7,0.000223442950130417
"34060","Moraxella caviae strain CCUG 355 355T_ctg_0000060, whole genome shotgun sequence",10,0.000230930882386902,10,0.000229996288210554
"446465","Brachybacterium faecium DSM 4810, complete sequence",10,0.000230930882386902,10.3,0.000238468147810693
"199441","Alkalihalobacillus krulwichiae strain AM31D chromosome, complete genome",10,0.000230930882386902,10.3,0.000236879122338231
"1423755","Ligilactobacillus hayakitensis DSM 18933 = JCM 14209, whole genome shotgun sequence",10,0.000230930882386902,10.7,0.000246590972722583
"1397694","Exiguobacterium aurantiacum DSM 6208 P398DRAFT_scf7180000000004_quiver_dupTrim_9412.1_C, whole genome shotgun sequence",9,0.000207837794148211,8.9,0.000206495152609535
"53408","Pseudomonas citronellolis strain SJTE-3 chromosome, complete genome",9,0.000207837794148211,9.1,0.000209264083424668
