"TaxonomyID","Genome","read_count","Proportion","readsEM","EMProportion"
"171101","Streptococcus pneumoniae R6, complete sequence",54155,0.648205778852369,54144.3,0.648131875882132
"525260","Corynebacterium accolens ATCC 49725 SCAFFOLD5, whole genome shotgun sequence",7207,0.0862638546429512,6859,0.0821057503882394
"883103","Dolosigranulum pigrum ATCC 51524 supercont1.1, whole genome shotgun sequence",6957,0.0832714911545735,6950.9,0.0832058181481284
"169292","Corynebacterium aurimucosum strain 1237_CAUR 173_5055_550973_73_,90+,99+, whole genome shotgun sequence",4939,0.0591171330763891,5274.5,0.0631378133576084
"1888195","Streptococcus himalayensis strain HTS2 chromosome, complete genome",3701,0.0442989490819429,3692.5,0.0442013479178844
"1121368","Corynebacterium pseudodiphtheriticum DSM 44287 O146DRAFT_scaffold00012.12_C, whole genome shotgun sequence",1370,0.0163981519163096,1380.2,0.0165219816876097
"176280","Staphylococcus epidermidis ATCC 12228, complete sequence",1359,0.016266487922821,1325.6,0.0158678440815935
"753702","Alkalibacterium subtropicum strain DSM 23664, whole genome shotgun sequence",588,0.00703803892466426,588.2,0.00704073776703848
"279808","Staphylococcus haemolyticus JCSC1435, complete sequence",480,0.00574533789768511,512.5,0.006135192615876
"44008","Enterococcus cecorum strain SA3 chromosome",321,0.00384219471907692,322.2,0.00385679172866495
"467705","Streptococcus gordonii str. Challis substr. CH1, complete sequence",308,0.00368659181768128,312,0.00373421314828351
"1123317","Streptococcus sobrinus DSM 20742 = ATCC 33478 strain DSM 20742 BS63DRAFT_scaffold00049.49_C, whole genome shotgun sequence",196,0.00234601297488809,206.7,0.00247446308904614
"1335","Streptococcus equinus strain AG46 BV58DRAFT_scf7180000000002_quiver_dupTrim_6839.1_C, whole genome shotgun sequence",179,0.0021425322576784,173.8,0.00208041539276207
"365659","Streptococcus mitis B6, complete sequence",130,0.00155602901395638,120.7,0.00144509175596765
"1121865","Enterococcus columbae DSM 7374 = ATCC 51263 acpMI-supercont1.2, whole genome shotgun sequence",118,0.00141239556651426,113.7,0.00136067870729228
NA,"unknown",98,0.00117300648744404,93.4,0.00111778437969111
"1158601","Enterococcus malodoratus ATCC 43197 acOtv-supercont2.1, whole genome shotgun sequence",76,0.000909678500466809,69,0.000826391483191558
"1367847","Paracoccus aminophilus JCM 7686, complete sequence",70,0.000837861776745745,70.3,0.000841301912834798
"875093","Streptococcus pseudoporcinus LQ 940-04 Contig1216510750, whole genome shotgun sequence",63,0.00075407559907117,80.6,0.000964551942284768
"1033743","Paenibacillus senegalensis JC66, whole genome shotgun sequence",56,0.000670289421396596,56.3,0.000673428194008345
"883081","Alloiococcus otitis ATCC 51267 supercont1.2, whole genome shotgun sequence",50,0.000598472697675532,51.3,0.000614258573881702
"28028","Corynebacterium flavescens strain OJ8 chromosome, complete genome",49,0.000586503243722021,45,0.000538364490164644
"398511","Alkalihalophilus pseudofirmus OF4, complete sequence",49,0.000586503243722021,43.3,0.00051802576011737
"509190","Caulobacter segnis ATCC 21756, complete sequence",40,0.000478778158140426,40,0.000478320274272264
"1423755","Ligilactobacillus hayakitensis DSM 18933 = JCM 14209, whole genome shotgun sequence",40,0.000478778158140426,38.4,0.000459886885134572
"1121354","Corynebacterium capitovis DSM 44611 A3E3DRAFT_scaffold00005.5_C, whole genome shotgun sequence",39,0.000466808704186915,38.7,0.000463835729895913
"427920","Alkalihalobacterium alkalinitrilicum strain DSM 22532 Scaffold1, whole genome shotgun sequence",39,0.000466808704186915,41.8,0.000500023346496008
"210007","Streptococcus mutans UA159, complete sequence",27,0.000323175256744787,26.4,0.000316605693889281
"1158607","Enterococcus pallens ATCC BAA-351 acOtw-supercont2.5, whole genome shotgun sequence",26,0.000311205802791277,37.5,0.000448488703962181
"1423750","Liquorilactobacillus ghanensis DSM 18630 NODE_31, whole genome shotgun sequence",26,0.000311205802791277,26.3,0.000314255663160205
"1855823","Macrococcus canis strain KM 45013 chromosome, complete genome",26,0.000311205802791277,25,0.000298908609135426
"1284","Staphylococcus hyicus strain ATCC 11249 chromosome, complete genome",22,0.000263327986977234,24,0.000286979777226758
"158898","Gordonia westfalica strain DSM 44215, whole genome shotgun sequence",19,0.000227419625116702,18.9,0.000225829931927405
"29433","Moraxella ovis strain 199/55 chromosome, complete genome",16,0.00019151126325617,15.5,0.000185470677554439
"1300150","Enterococcus mundtii QU 25, complete sequence",16,0.00019151126325617,16.2,0.000193424571293619
"634430","Sphingomonas rubra strain CGMCC 1.9113, whole genome shotgun sequence",16,0.00019151126325617,14.3,0.000171406293975198
"931089","Corynebacterium deserti GIMN1.010 chromosome, complete genome",16,0.00019151126325617,19.6,0.0002347986131181
"692420","Bacillus amyloliquefaciens DSM 7 = ATCC 23350, complete sequence",13,0.000155602901395638,12.5,0.000149468767581772
"1705","Corynebacterium stationis strain 622=DSM 20302 chromosome, complete genome",13,0.000155602901395638,13.9,0.000166895101373651
"82983","Obesumbacterium proteus strain DSM 2777 chromosome, complete genome",13,0.000155602901395638,12.6,0.000151100357412202
"191610","Corynebacterium atypicum strain R2070 chromosome, complete genome",13,0.000155602901395638,12.6,0.000150310676794555
"316","Stutzerimonas stutzeri, complete sequence",12,0.000143633447442128,12.1,0.00014467099998006
"1479","Bacillus smithii strain DSM 4216 chromosome 1, complete sequence",12,0.000143633447442128,15.6,0.000186457171794868
"398578","Delftia acidovorans SPH-1, complete sequence",12,0.000143633447442128,12.3,0.000146884724912261
"158500","Novosphingobium resinovorum strain SA1 chromosome, complete genome",12,0.000143633447442128,13.1,0.000156616029426009
"883111","Facklamia hominis CCUG 36813 supercont1.1, whole genome shotgun sequence",11,0.000131663993488617,9.4,0.000112770396199836
"393763","Anaerobacillus alkalilacustris strain DSM 18345 Ga0137925_101, whole genome shotgun sequence",11,0.000131663993488617,10.8,0.000129673899316437
"519472","Vagococcus teuberi strain DSM 21459 chromosome, complete genome",11,0.000131663993488617,14.9,0.000178004992286939
"1140003","Enterococcus sulfureus ATCC 49903 acyDF-supercont2.1, whole genome shotgun sequence",10,0.000119694539535106,11.9,0.000142314279325209
